Date,Open,High,Low,Close,Volume
2020-08-11,1.25,1.2568149942340179,1.2472201637010525,1.25,6387
2020-08-12,1.2482716962353602,1.2570778310100563,1.2431184956196881,1.2482716962353602,8631
2020-08-13,1.2563566089362317,1.2569759181940219,1.2554183399458059,1.2563566089362317,8226
2020-08-14,1.2754912951932857,1.2756115078432049,1.2731690063040515,1.2754912951932857,6108
2020-08-15,1.2725046892812883,1.2770107201543413,1.2724590161172773,1.2725046892812883,3224
2020-08-16,1.2695252855247694,1.2710056544029256,1.2562811047998463,1.2695252855247694,3110
2020-08-17,1.2895737915298833,1.2957194916440908,1.28853897546544,1.2895737915298833,1957
2020-08-18,1.2994704286641374,1.3013359754743106,1.2850948353731462,1.2994704286641374,8146
2020-08-19,1.2933697478487602,1.2973302877128194,1.291041428357521,1.2933697478487602,1560
2020-08-20,1.3003870553164163,1.3027375278395628,1.2956531451497992,1.3003870553164163,8413
2020-08-21,1.294360831627037,1.3017628036513431,1.2919445928658628,1.294360831627037,2312
2020-08-22,1.2883326081155906,1.2890319131599872,1.2863203729425463,1.2883326081155906,2821
2020-08-23,1.291449886959513,1.2916644612978203,1.2837480984867646,1.291449886959513,6646
2020-08-24,1.2667408314026611,1.268058982006713,1.2587738666346062,1.2667408314026611,5945
2020-08-25,1.2448905929100729,1.2456906686042046,1.2403381509287188,1.2448905929100729,6374
2020-08-26,1.2378907283534455,1.249538345781357,1.234236338376253,1.2378907283534455,3651
2020-08-27,1.2253529858209473,1.228714894341421,1.2244820874036264,1.2253529858209473,5701
2020-08-28,1.2292036248937661,1.229774251338944,1.2271220464992918,1.2292036248937661,3877
2020-08-29,1.2180421600425513,1.2190157191675768,1.211772546969761,1.2180421600425513,6582
2020-08-30,1.200839705532446,1.2070100711005087,1.195602150812022,1.200839705532446,6390
2020-08-31,1.2184397978933035,1.2261507419223794,1.2114762967953472,1.2184397978933035,5083
2020-09-01,1.2156888495939644,1.2209538451178301,1.210703563781255,1.2156888495939644,1745
2020-09-02,1.2165097824486863,1.2224065532892168,1.2161163108445112,1.2165097824486863,9749
2020-09-03,1.1991775813881396,1.2017389908963991,1.1987406364651192,1.1991775813881396,1941
2020-09-04,1.1926494657986837,1.1965030790780324,1.1922129740376024,1.1926494657986837,5023
2020-09-05,1.1939723834723084,1.204570744361575,1.1930754535751311,1.1939723834723084,3296
2020-09-06,1.1802298380223462,1.1872736670453534,1.1731973942909428,1.1802298380223462,1939
2020-09-07,1.1846639381357205,1.1901083821510339,1.1841680498956821,1.1846639381357205,2610
2020-09-08,1.1775483881777615,1.1834395586570148,1.1709567894829203,1.1775483881777615,7300
2020-09-09,1.1741135531286555,1.17805047451105,1.1718033094413813,1.1741135531286555,2725
2020-09-10,1.1670488342443988,1.175174209270228,1.1660061069397023,1.1670488342443988,9853
2020-09-11,1.1886658252036737,1.190151933936749,1.1813601971740286,1.1886658252036737,8187
2020-09-12,1.188505388305863,1.1902209579757064,1.1849214818922613,1.188505388305863,1032
2020-09-13,1.175934436922522,1.1774650439969923,1.1709335683020412,1.175934436922522,6985
2020-09-14,1.1856070258030975,1.1864032127406687,1.17087473267475,1.1856070258030975,4414
2020-09-15,1.1711326177149701,1.1758804377920231,1.1695821826997106,1.1711326177149701,2156
2020-09-16,1.173578687402603,1.1782347946582752,1.1660948304614716,1.173578687402603,4126
2020-09-17,1.150580416485354,1.1606395497153856,1.1497076182044934,1.150580416485354,9252
2020-09-18,1.135298567912238,1.1427026459612875,1.1322709579787538,1.135298567912238,2543
2020-09-19,1.1375335307038346,1.1469892326084197,1.132758912844537,1.1375335307038346,1271
2020-09-20,1.1459338356643243,1.1518499838265337,1.1389539829711914,1.1459338356643243,6295
2020-09-21,1.1478976027820766,1.1543643134101098,1.1418288500670697,1.1478976027820766,5076
2020-09-22,1.1465700789208835,1.1528244262508427,1.1415699040048424,1.1465700789208835,6902
2020-09-23,1.1431177140407316,1.1454657594894413,1.1413168079212956,1.1431177140407316,3709
2020-09-24,1.1262164672628538,1.1324427812907452,1.1229969182251374,1.1262164672628538,6221
2020-09-25,1.1181094632492747,1.1193109894383604,1.1162500052250683,1.1181094632492747,9529
2020-09-26,1.112959017559778,1.1146731652312885,1.1077663510465272,1.112959017559778,7722
2020-09-27,1.1247243547031103,1.1291088706483308,1.1234718577208103,1.1247243547031103,9201
2020-09-28,1.128589113293101,1.1359831142227177,1.1225784058716497,1.128589113293101,5144
2020-09-29,1.1086916340366912,1.1164285488606076,1.1006391138707805,1.1086916340366912,6606
2020-09-30,1.1122847258926254,1.1154111804393665,1.1071886770811192,1.1122847258926254,7766
2020-10-01,1.1080015145054356,1.1091606052703187,1.1033649674687993,1.1080015145054356,1730
2020-10-02,1.1005012084900252,1.1097643373148123,1.0997287938801892,1.1005012084900252,5890
2020-10-03,1.1072327134407658,1.1116941419428021,1.1055297193943263,1.1072327134407658,2648
2020-10-04,1.118648277429259,1.1240449255159555,1.1157142474975255,1.118648277429259,5228
2020-10-05,1.1290660264397936,1.1381865248346335,1.1214323959119448,1.1290660264397936,3130
2020-10-06,1.1195907064971573,1.1265005341248173,1.11721679991171,1.1195907064971573,5366
2020-10-07,1.116128793473788,1.1194351255675115,1.1159086535419929,1.116128793473788,2506
2020-10-08,1.1198261200139326,1.1199739692957391,1.1117862750599088,1.1198261200139326,3158
2020-10-09,1.130750529159972,1.1323344910528985,1.1233112320064598,1.130750529159972,3916
2020-10-10,1.1253322639299381,1.1298876287397335,1.1237511200509138,1.1253322639299381,4229
2020-10-11,1.123242983564658,1.1256246015286449,1.1112658681953624,1.123242983564658,7265
