EUR,02/01/2006,EUR,1,2,9,35,63,70,162,260,350,441,533,624,714,805,897,988,1078,1169,1463,1828,2193,2559,2926,3290,3654,4020,4385,4750,5117,5481,5846,6211,6576,6944,7308,7672,8037,8403,8768,9135,9499,9864,10229,10594,10959,11326,11690,12055,12420,12786,13153,13517,13881,14247,14612,14977,15344,15708,16073,16438,16803,17171,17535,17899,18264,0.023977685,0.023977685,0.023816366,0.024192425,0.024372037,0.024510234,0.02602623,0.027168912,0.027966848,0.0285677,0.028983352,0.029309016,0.02957505,0.029817822,0.030033679,0.030221474,0.030401496,0.030132176,0.031166998,0.031635159,0.032130434,0.032587361,0.033075976,0.033583048,0.034074942,0.034554465,0.035015861,0.035436863,0.035828371,0.036158002,0.036449411,0.036720956,0.03694432,0.037126015,0.037276162,0.037401833,0.037501823,0.037555325,0.037616965,0.037665632,0.037684803,0.037685938,0.037676074,0.037668181,0.037644225,0.037612924,0.037586595,0.037561395,0.037537299,0.037511269,0.037489009,0.037467791,0.037447311,0.037424804,0.037405603,0.037366521,0.037327543,0.037286939,0.037248741,0.037210693,0.03717275,0.037132456,0.037094735,0.037056951,0.037018972,,
EUR,03/01/2006,EUR,1,2,9,34,62,69,161,259,349,440,532,623,713,804,896,987,1077,1168,1463,1828,2193,2561,2925,3289,3654,4020,4385,4752,5116,5481,5846,6211,6576,6943,7307,7672,8037,8403,8770,9134,9498,9864,10229,10594,10961,11325,11690,12055,12420,12788,13152,13516,13881,14247,14612,14979,15343,15708,16073,16438,16803,17170,17534,17899,18264,0.023521464,0.023521464,0.02355734,0.024118349,0.024406762,0.024518435,0.026039161,0.027181661,0.02801795,0.028640811,0.029088092,0.029435662,0.029724217,0.029984562,0.030199029,0.030390367,0.030568999,0.030286397,0.031423576,0.031932415,0.032384762,0.032938004,0.033437039,0.033965829,0.034422709,0.034890486,0.035328236,0.035749516,0.036129494,0.036459517,0.036751479,0.036996717,0.037234594,0.037388769,0.037539677,0.037695362,0.037765455,0.037865667,0.037895464,0.037977015,0.037995911,0.038047176,0.038001766,0.038010973,0.037968051,0.037932811,0.037902181,0.037872775,0.037844464,0.037814005,0.037787734,0.037762241,0.037737382,0.0377105,0.037686916,0.037654503,0.037622772,0.037588948,0.037557742,0.03752675,0.037495913,0.037462926,0.037432412,0.037401848,0.037371271,,
EUR,04/01/2006,EUR,1,2,9,33,61,68,160,258,348,439,531,622,712,803,895,986,1076,1167,1463,1828,2193,2560,2924,3289,3654,4020,4387,4751,5115,5481,5846,6211,6578,6942,7307,7672,8037,8405,8769,9133,9498,9864,10229,10596,10960,11325,11690,12055,12420,12787,13151,13516,13881,14247,14614,14978,15342,15708,16073,16438,16805,17169,17534,17899,18264,0.023521464,0.023521464,0.023754395,0.024070444,0.024455907,0.024586269,0.025874834,0.026739377,0.027393218,0.027886271,0.028238513,0.028512305,0.028746401,0.028969676,0.0291698,0.029349583,0.029518693,0.029290263,0.030442804,0.03100308,0.031612511,0.032185113,0.032769347,0.033362072,0.033918499,0.034440859,0.03493404,0.035363827,0.035739942,0.036079234,0.036381067,0.036650067,0.036870843,0.037051,0.037213398,0.037351661,0.037464684,0.037546631,0.037606097,0.03765294,0.037669961,0.037685884,0.03769114,0.037680922,0.037672944,0.037639646,0.03761118,0.037584057,0.03755815,0.03753033,0.03750669,0.037483873,0.037461874,0.037438007,0.037417363,0.037379377,0.037341819,0.037302101,0.03726512,0.037228346,0.037191527,0.0371531,0.037116735,0.037080394,0.037044018,,
EUR,05/01/2006,EUR,1,4,11,35,63,67,159,257,347,438,530,621,711,802,894,985,1075,1166,1467,1831,2195,2561,2926,3291,3658,4022,4387,4752,5117,5485,5849,6213,6578,6944,7309,7676,8040,8405,8770,9135,9500,9867,10231,10596,10961,11327,11694,12058,12422,12788,13153,13518,13885,14249,14614,14979,15344,15712,16076,16440,16805,17171,17536,17903,18267,0.023724229,0.023723073,0.023785356,0.023972496,0.024439043,0.024510339,0.025821808,0.026654641,0.02726686,0.027745472,0.028096618,0.028384435,0.028628657,0.028859862,0.029066334,0.029255903,0.029437262,0.029211061,0.030397299,0.03098942,0.031578078,0.032172525,0.032778527,0.0333599,0.033916082,0.034427094,0.034908705,0.035350732,0.035739275,0.036078267,0.03639338,0.036662398,0.036883308,0.037063034,0.037210968,0.037334374,0.037432798,0.037515572,0.037591045,0.037637961,0.037655171,0.03765439,0.03766016,0.037650515,0.037642802,0.03760977,0.037581458,0.03755475,0.037529228,0.037501773,0.03747832,0.037455754,0.03743385,0.037410347,0.037390054,0.0373522,0.037314765,0.037275058,0.037238395,0.037201954,0.037165557,0.037127104,0.037090927,0.037054571,0.037018485,,
EUR,06/01/2006,EUR,3,4,11,35,63,66,158,256,346,437,529,620,710,801,893,984,1074,1165,1466,1830,2195,2561,2926,3293,3657,4022,4387,4752,5117,5484,5848,6213,6578,6944,7311,7675,8039,8405,8770,9135,9502,9866,10231,10596,10961,11329,11693,12057,12422,12788,13153,13520,13884,14249,14614,14979,15344,15711,16075,16440,16805,17171,17538,17902,18266,0.023925425,0.023925817,0.023859082,0.024085286,0.024451915,0.024506723,0.025799278,0.026571101,0.027167833,0.027647204,0.028007353,0.028301337,0.028556499,0.028801906,0.02901458,0.029209121,0.029386041,0.029159713,0.030309962,0.030881332,0.03144895,0.032032947,0.032639145,0.033209249,0.033743157,0.034242647,0.03471261,0.035142751,0.03551919,0.035846037,0.036148532,0.036417978,0.036639472,0.036819782,0.036968005,0.037092344,0.037191255,0.037274393,0.037334646,0.037366248,0.037384219,0.037384722,0.037374191,0.037365674,0.037359002,0.037326914,0.037299911,0.037274169,0.037249483,0.037222919,0.037200281,0.037178355,0.037157409,0.037134559,0.037114948,0.037071101,0.037027584,0.036981853,0.036938996,0.036896141,0.036853363,0.036808465,0.036765477,0.036722795,0.03667999,,
EUR,07/01/2006,EUR,2,3,10,34,62,65,157,255,345,436,528,619,709,800,892,983,1073,1164,1465,1829,2194,2560,2925,3292,3656,4021,4386,4751,5116,5483,5847,6212,6577,6943,7310,7674,8038,8404,8769,9134,9501,9865,10230,10595,10960,11328,11692,12056,12421,12787,13152,13519,13883,14248,14613,14978,15343,15710,16074,16439,16804,17170,17537,17901,18265,0.023520706,0.023520959,0.023553601,0.02410038,0.02439276,0.02443901,0.026045023,0.02720333,0.028043616,0.028666834,0.029112969,0.02945913,0.029746336,0.030005466,0.030218739,0.030409032,0.030586765,0.030301804,0.031416869,0.031926848,0.0323799,0.032933771,0.033433007,0.033961747,0.034419058,0.034887185,0.035325102,0.035746774,0.036126688,0.036456548,0.036748792,0.036994145,0.037232124,0.037386532,0.037537139,0.037693075,0.037763389,0.037863677,0.037893773,0.037975256,0.037993906,0.038045451,0.038000107,0.03800937,0.037966668,0.037931065,0.037900606,0.037871346,0.037843081,0.037812845,0.037786525,0.037760833,0.037736096,0.03770934,0.037685786,0.037653603,0.037621789,0.037587813,0.037556724,0.037525757,0.037494943,0.037462067,0.0374313,0.037400856,0.037370386,,
EUR,09/01/2006,EUR,1,2,9,35,63,155,253,343,434,526,617,707,798,890,981,1071,1162,1463,1828,2193,2559,2926,3290,3654,4020,4385,4750,5117,5481,5846,6211,6576,6944,7308,7672,8037,8403,8768,9135,9499,9864,10229,10594,10959,11326,11690,12055,12420,12786,13153,13517,13881,14247,14612,14977,15344,15708,16073,16438,16803,17171,17535,17899,18264,0.023521464,0.023521464,0.023754395,0.023975581,0.024455324,0.025833291,0.026656811,0.027289116,0.027799126,0.028178759,0.028478461,0.028731293,0.0289749,0.029175609,0.029360485,0.029533691,0.029299159,0.030362153,0.030871252,0.031397218,0.031917601,0.032470021,0.033019438,0.033531639,0.034008808,0.034456019,0.034850712,0.035215722,0.035531543,0.035822014,0.036079289,0.036288386,0.036455875,0.036591682,0.036702928,0.036803332,0.03687279,0.036934729,0.036967833,0.036971514,0.036957196,0.03694871,0.036942088,0.036937172,0.036905239,0.036878133,0.03685209,0.036827083,0.036800132,0.036776839,0.036754527,0.036732886,0.036709217,0.036688748,0.036646479,0.036604245,0.036560405,0.036518854,0.036477395,0.036435985,0.036392202,0.036350901,0.0363095,0.03626783,,,,
EUR,10/01/2006,EUR,1,2,9,34,62,154,252,342,433,525,616,706,797,889,980,1070,1161,1463,1828,2193,2561,2925,3289,3654,4020,4385,4752,5116,5481,5846,6211,6576,6943,7307,7672,8037,8403,8770,9134,9498,9864,10229,10594,10961,11325,11690,12055,12420,12788,13152,13516,13881,14247,14612,14979,15343,15708,16073,16438,16803,17170,17534,17899,18264,0.023420082,0.023420082,0.023731866,0.02396955,0.024452354,0.025961365,0.026888404,0.02760748,0.028178655,0.028598296,0.028918109,0.029185772,0.029423741,0.029619868,0.029801047,0.029958373,0.029706141,0.030789159,0.031277768,0.031751534,0.032240401,0.032739631,0.03325706,0.033747973,0.03420346,0.034652365,0.035048315,0.035390184,0.035694536,0.035973436,0.036218838,0.03641577,0.03658486,0.036722003,0.036834354,0.036935899,0.037006381,0.03706907,0.037103352,0.037091532,0.037078041,0.037070422,0.037064609,0.037060308,0.037025717,0.036995522,0.036966402,0.036938257,0.036907914,0.036881584,0.036855925,0.036830801,0.036803627,0.036779592,0.036733389,0.03668782,0.036640052,0.036594626,0.036549219,0.036503784,0.036456014,0.036410526,0.036364741,0.036318725,,,,
EUR,11/01/2006,EUR,1,2,9,33,61,153,251,341,432,524,615,705,796,888,979,1069,1160,1463,1828,2193,2560,2924,3289,3654,4020,4387,4751,5115,5481,5846,6211,6578,6942,7307,7672,8037,8405,8769,9133,9498,9864,10229,10596,10960,11325,11690,12055,12420,12787,13151,13516,13881,14247,14614,14978,15342,15708,16073,16438,16805,17169,17534,17899,18264,0.023470773,0.023470773,0.02374313,0.024067372,0.024258887,0.026015196,0.027055329,0.027825148,0.028436576,0.028882388,0.029235233,0.029526958,0.029783722,0.029994879,0.03018339,0.030355337,0.030087548,0.031148509,0.031626849,0.032079778,0.032536897,0.033036899,0.033532627,0.034001665,0.034458172,0.034895943,0.035281145,0.035624018,0.035916372,0.03618323,0.03641635,0.036614134,0.036770628,0.036908694,0.037022007,0.037109506,0.037180742,0.037229065,0.037264351,0.037269597,0.037256665,0.037249592,0.037244135,0.03722282,0.037186966,0.037155559,0.037125191,0.03709573,0.037064097,0.037036348,0.037009144,0.036982506,0.036953783,0.036927972,0.036882675,0.036837545,0.036790052,0.036745018,0.036699976,0.036654615,0.036607539,0.036562207,0.036516678,0.036470893,,,,
EUR,12/01/2006,EUR,1,4,11,35,60,152,250,340,431,523,614,704,795,887,978,1068,1159,1467,1831,2195,2561,2926,3291,3658,4022,4387,4752,5117,5485,5849,6213,6578,6944,7309,7676,8040,8405,8770,9135,9500,9867,10231,10596,10961,11327,11694,12058,12422,12788,13153,13518,13885,14249,14614,14979,15344,15712,16076,16440,16805,17171,17536,17903,18267,0.022862478,0.022861404,0.023343041,0.023963638,0.024254815,0.025872769,0.026839827,0.027548954,0.028103268,0.028520076,0.028860229,0.029142452,0.029397493,0.029607218,0.029789828,0.029956965,0.029700455,0.030838594,0.031338928,0.031813561,0.032270963,0.03277078,0.033266362,0.033746406,0.034202895,0.034640503,0.035025175,0.035367582,0.035672192,0.035951844,0.036197922,0.036395344,0.036551074,0.036688677,0.036801361,0.036888661,0.036944721,0.036992893,0.037028073,0.037049637,0.037053108,0.03704577,0.037022841,0.037001439,0.036965534,0.036933971,0.036903738,0.036874418,0.036842939,0.036815148,0.036787996,0.03676124,0.036732741,0.036707154,0.036661911,0.036616866,0.036569331,0.036524646,0.036479962,0.036435103,0.036388004,0.03634294,0.036297396,0.036252017,,,,
